num_tokens,num_sents,avg_sentence_length,type_token_ratio,noun_ratio,verb_ratio,adj_ratio,adv_ratio,sentiment_polarity,extraversion_ratio,agreeableness_ratio,conscientiousness_ratio,neuroticism_ratio,openness_ratio
52,3,17,0.8269,0.2308,0.1346,0.0769,0.0385,-0.0312,0.0,0.0,0.0,0.0,0.0
61,5,12,0.7541,0.1803,0.0656,0.2131,0.0492,0.4524,0.0328,0.0,0.0,0.0,0.0164
73,5,15,0.7123,0.1644,0.1233,0.1507,0.0548,0.5396,0.0137,0.0,0.0,0.0,0.0274
62,5,12,0.8387,0.1774,0.0968,0.1613,0.0968,0.4479,0.0323,0.0,0.0,0.0,0.0161
58,5,12,0.8621,0.2241,0.1207,0.1379,0.069,0.0567,0.0,0.0,0.0,0.0,0.0
53,4,13,0.8113,0.1321,0.1321,0.0755,0.0755,0.085,0.0,0.0,0.0189,0.0,0.0755
65,5,13,0.8,0.1846,0.0923,0.1846,0.0462,0.4392,0.0154,0.0,0.0,0.0,0.0154
52,4,13,0.8269,0.2115,0.0769,0.1154,0.0769,0.338,0.0192,0.0,0.0,0.0,0.0192
56,5,11,0.8036,0.2143,0.0179,0.1071,0.0714,0.5187,0.0,0.0,0.0,0.0,0.0
78,6,13,0.7821,0.2692,0.0641,0.1282,0.0641,0.1976,0.0,0.0,0.0128,0.0,0.0256
53,5,11,0.8491,0.2453,0.0755,0.1509,0.0755,0.2194,0.0189,0.0,0.0,0.0,0.0377
44,5,9,0.9091,0.2045,0.0682,0.1591,0.0909,0.4634,0.0,0.0,0.0,0.0,0.0
57,5,11,0.8421,0.2281,0.0877,0.1053,0.0526,0.3806,0.0175,0.0,0.0,0.0,0.0175
61,4,15,0.8033,0.1967,0.0984,0.1311,0.0656,0.6083,0.0164,0.0,0.0,0.0,0.0164
43,5,9,0.8605,0.2326,0.1163,0.1395,0.0698,0.4244,0.0698,0.0,0.0,0.0,0.0233
57,4,14,0.7719,0.1754,0.0877,0.1754,0.0526,0.4643,0.0,0.0,0.0175,0.0,0.0175
67,5,13,0.7313,0.209,0.0597,0.1493,0.0746,0.4296,0.0,0.0,0.0,0.0,0.0149
53,4,13,0.8491,0.1698,0.1321,0.1698,0.0566,0.5393,0.0377,0.0,0.0,0.0189,0.0
54,5,11,0.8148,0.1481,0.0741,0.1667,0.0741,0.4078,0.0556,0.0,0.0,0.0,0.0185
57,5,11,0.8596,0.1404,0.0877,0.1754,0.1228,0.3121,0.0175,0.0,0.0,0.0175,0.0175
87,5,17,0.7356,0.1954,0.092,0.1149,0.069,0.2874,0.0115,0.0,0.0,0.0,0.023
41,4,10,0.8537,0.122,0.122,0.1707,0.0732,0.525,0.0244,0.0,0.0,0.0,0.0244
46,5,9,0.8478,0.2391,0.0652,0.2174,0.0435,0.361,0.0217,0.0,0.0,0.0,0.0435
66,4,16,0.7879,0.2879,0.0909,0.0909,0.0455,0.22,0.0,0.0,0.0,0.0,0.0303
65,5,13,0.7538,0.1538,0.0923,0.1231,0.1077,0.6139,0.0308,0.0,0.0,0.0154,0.0154
39,4,10,0.8462,0.1282,0.1026,0.1538,0.1026,0.0,0.0513,0.0,0.0,0.0,0.0
51,5,10,0.8627,0.2549,0.1176,0.1569,0.0392,0.3472,0.0196,0.0,0.0,0.0,0.0196
34,4,8,0.9118,0.2353,0.1471,0.0882,0.0588,-0.0167,0.0,0.0,0.0294,0.0,0.0
66,5,13,0.803,0.197,0.0909,0.197,0.0606,0.4971,0.0152,0.0,0.0,0.0,0.0
65,4,16,0.8,0.1692,0.0615,0.1538,0.0615,0.1926,0.0,0.0,0.0,0.0,0.0154
65,7,9,0.8308,0.2154,0.1231,0.1077,0.0462,0.2178,0.0308,0.0,0.0,0.0,0.0615
66,4,16,0.7727,0.1818,0.1212,0.1364,0.0758,0.2717,0.0152,0.0,0.0,0.0,0.0455
65,4,16,0.7692,0.2154,0.1077,0.1385,0.0154,0.3475,0.0,0.0,0.0,0.0,0.0308
50,5,10,0.8,0.26,0.12,0.08,0.04,0.4867,0.02,0.0,0.0,0.0,0.02
74,5,15,0.7297,0.1892,0.0811,0.1486,0.0405,0.012,0.0135,0.0,0.0,0.0,0.0135
52,5,10,0.8077,0.1538,0.0577,0.2115,0.0385,0.3402,0.0192,0.0,0.0,0.0,0.0192
60,5,12,0.8,0.2667,0.0333,0.2333,0.0167,0.4076,0.0,0.0,0.0,0.0,0.0
