num_tokens,num_sents,avg_sentence_length,type_token_ratio,noun_ratio,verb_ratio,adj_ratio,adv_ratio,sentiment_polarity,extraversion_ratio,agreeableness_ratio,conscientiousness_ratio,neuroticism_ratio,openness_ratio
109,8,14,0.7339,0.211,0.0917,0.0917,0.055,0.4296,0.0183,0.0092,0.0092,0.0,0.0183
96,5,19,0.6979,0.1875,0.1146,0.0729,0.0312,0.3583,0.0104,0.0104,0.0,0.0,0.0312
95,5,19,0.7474,0.2316,0.1158,0.1158,0.0526,0.1571,0.0,0.0,0.0,0.0105,0.0211
102,5,20,0.6961,0.2255,0.1176,0.1373,0.0294,0.3929,0.0098,0.0098,0.0098,0.0,0.0294
111,6,18,0.6306,0.1892,0.1171,0.0721,0.0721,-0.1549,0.018,0.009,0.0,0.0,0.0541
108,7,15,0.7222,0.213,0.1296,0.0833,0.0278,-0.0036,0.0093,0.0,0.0,0.0,0.0185
107,6,18,0.6636,0.1589,0.0841,0.1121,0.0654,0.5771,0.0,0.0,0.0093,0.0,0.0
112,5,22,0.7054,0.25,0.0982,0.1339,0.0625,0.2262,0.0089,0.0,0.0089,0.0,0.0446
97,5,19,0.5979,0.1753,0.0825,0.0722,0.0206,0.0179,0.0,0.0,0.0,0.0,0.0515
109,6,18,0.6972,0.1835,0.1009,0.1284,0.0459,0.324,0.0,0.0,0.0,0.0,0.0092
50,4,12,0.56,0.2,0.16,0.0,0.04,0.25,0.0,0.0,0.0,0.0,0.04
110,5,22,0.7,0.1364,0.1091,0.1455,0.0636,0.3894,0.0091,0.0,0.0091,0.0,0.0273
83,8,10,0.6627,0.2771,0.0482,0.1325,0.012,0.3762,0.0,0.0,0.0,0.0,0.0
83,2,42,0.5783,0.1928,0.1205,0.0482,0.012,0.275,0.012,0.012,0.012,0.0,0.0482
107,7,15,0.6916,0.2056,0.1215,0.1121,0.0467,0.2932,0.0093,0.0,0.0,0.0,0.028
95,6,16,0.6842,0.2105,0.0947,0.0947,0.0105,0.5417,0.0,0.0,0.0,0.0,0.0211
109,6,18,0.7248,0.211,0.0917,0.1193,0.055,0.4128,0.0,0.0,0.0,0.0092,0.0092
98,13,8,0.6735,0.2653,0.0714,0.102,0.0306,0.2318,0.0,0.0,0.0,0.0,0.0204
83,4,21,0.6506,0.2048,0.0843,0.0723,0.0,-0.0155,0.0,0.0,0.0,0.0,0.012
95,6,16,0.6947,0.2421,0.0632,0.1053,0.0526,0.4091,0.0,0.0,0.0211,0.0,0.0211
108,5,22,0.6852,0.2037,0.0741,0.0741,0.0648,0.3586,0.0,0.0,0.0093,0.0,0.0185
112,5,22,0.7054,0.1786,0.125,0.125,0.0625,0.3093,0.0089,0.0089,0.0,0.0,0.0268
90,6,15,0.7222,0.2444,0.1444,0.0778,0.0444,0.1818,0.0111,0.0,0.0111,0.0111,0.0111
90,7,13,0.6667,0.2667,0.0889,0.1778,0.0,0.3303,0.0,0.0,0.0,0.0,0.0111
85,3,28,0.7059,0.2353,0.1059,0.0471,0.0235,-0.1187,0.0,0.0,0.0,0.0,0.0
91,5,18,0.6484,0.1868,0.0769,0.0989,0.011,0.3844,0.0,0.0,0.0,0.0,0.011
102,5,20,0.7353,0.2353,0.0882,0.1373,0.049,0.3389,0.0,0.0,0.0,0.0,0.0196
98,5,20,0.6429,0.2755,0.1327,0.0408,0.0204,0.0312,0.0,0.0,0.0,0.0,0.0
98,6,16,0.7449,0.2551,0.102,0.102,0.0714,0.3827,0.0,0.0,0.0,0.0,0.0408
53,3,18,0.6038,0.1698,0.1509,0.0,0.0377,0.0,0.0189,0.0189,0.0,0.0,0.0377
101,8,13,0.6634,0.2376,0.1089,0.0495,0.0297,0.412,0.0,0.0,0.0198,0.0,0.0396
104,8,13,0.6154,0.1827,0.125,0.0481,0.0481,0.1375,0.0,0.0,0.0096,0.0,0.0577
104,4,26,0.7019,0.2308,0.1346,0.0962,0.0577,0.3595,0.0,0.0,0.0,0.0096,0.0192
92,4,23,0.6413,0.1413,0.0978,0.0543,0.0109,-0.0083,0.0,0.0,0.0109,0.0109,0.0326
106,6,18,0.6792,0.1887,0.0943,0.1038,0.066,0.1219,0.0189,0.0,0.0,0.0,0.0094
109,6,18,0.6606,0.2294,0.1284,0.055,0.0367,0.1229,0.0,0.0,0.0,0.0,0.0367
105,6,18,0.7143,0.2,0.1143,0.1048,0.0381,0.3404,0.0095,0.0095,0.0,0.0095,0.0381
91,4,23,0.6923,0.1648,0.1099,0.0549,0.022,0.2943,0.011,0.011,0.0,0.0,0.033
103,5,21,0.7184,0.165,0.1262,0.0971,0.0583,-0.1917,0.0,0.0097,0.0,0.0097,0.0097
113,5,23,0.7168,0.1947,0.0885,0.1327,0.0354,0.3113,0.0,0.0,0.0,0.0,0.0088
91,6,15,0.6923,0.2637,0.1099,0.0879,0.022,0.0849,0.0,0.0,0.0,0.0,0.011
106,5,21,0.6415,0.1604,0.1038,0.0566,0.0189,0.1056,0.0094,0.0,0.0,0.0,0.0283
109,8,14,0.5138,0.1835,0.1376,0.0275,0.0642,-0.1667,0.0,0.0,0.0092,0.0,0.0092
69,4,17,0.7391,0.2609,0.087,0.0725,0.0145,0.1133,0.0,0.0,0.0,0.0,0.0145
87,3,29,0.6552,0.1494,0.0805,0.1264,0.0115,0.325,0.0115,0.0115,0.0,0.0,0.023
